FQDN,Is_Bad,Has_A_Record,Has_AAAA_Record,Has_MX_Record,Has_TXT_Record,A_Records,AAAA_Records,MX_Records,TXT_Records,Final_Protocol_HTTPS,Status_Code_OK,HTTP_to_HTTPS_Redirect,High_Redirects,Redirects,HSTS,Certificate_Valid,Has_Suspicious_Keywords,Final_URL_Known,Certificate_Issuer,Certificate_Expiry,Domain_Age,TLD,Content_Type,IP_Analysis,Overall_Status
wiki.zenoviaexchange.com,1,1,2,2,2,"54.209.32.212,52.71.57.184",,,,1,0,1,0,1,0,1,2,1,2,2,2,0,0,"54.209.32.212: (ASN=2, Country=2, Description=2); 52.71.57.184: (ASN=0, Country=0, Description=0); ",Suspicious
www2.bp-3.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ezctrack.info,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
morgane-dof.000webhostapp.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.yikiform.fr,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
d3kj92rz7izh66.cloudfront.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.geodrive.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
freesecurity1.000webhostapp.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
git.cpcalendars.chasebanksecuritydept.duckdns.org,0,1,2,1,1,192.169.69.26,,50 git.cpcalendars.chasebanksecuritydept.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
derektwilight.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
mail12.cccomcast.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
wattcafe.fr,1,1,2,2,2,199.59.243.228,,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"199.59.243.228: (ASN=2, Country=2, Description=2); ",Warning
az184.infusionsoft.app,1,1,1,2,2,"104.18.30.235,104.18.31.235","2606:4700::6812:1eeb,2606:4700::6812:1feb",,,1,0,1,0,3,0,1,2,1,2,2,2,0,0,"104.18.30.235: (ASN=2, Country=2, Description=2); 104.18.31.235: (ASN=0, Country=0, Description=0); ",Suspicious
api.pressly.com,1,1,2,2,2,"34.194.246.107,34.224.133.129,54.210.12.210",,,,1,0,1,0,1,1,1,2,1,2,2,2,0,0,"34.194.246.107: (ASN=2, Country=2, Description=2); 34.224.133.129: (ASN=0, Country=0, Description=0); 54.210.12.210: (ASN=2, Country=2, Description=2); ",Warning
webdisk.bokep-arachu-montok-2022.duckdns.org,0,1,2,1,1,192.169.69.26,,50 webdisk.bokep-arachu-montok-2022.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
jira-sync.gen.adsrvr.org,1,1,2,2,1,"52.3.35.28,18.210.134.200,44.210.161.63,34.239.194.71,3.214.229.229",,,"""heritage=external-dns,external-dns/owner=general-use-production,external-dns/resource=ingress/cloud-services/jira-sync""",1,0,1,0,1,0,1,2,1,2,2,2,0,0,"52.3.35.28: (ASN=2, Country=2, Description=2); 18.210.134.200: (ASN=0, Country=0, Description=0); 44.210.161.63: (ASN=2, Country=2, Description=2); 34.239.194.71: (ASN=2, Country=2, Description=2); 3.214.229.229: (ASN=2, Country=2, Description=2); ",Suspicious
tracker.omnicard.com,1,1,2,2,2,"151.101.0.138,151.101.64.138,151.101.128.138,151.101.192.138",,,,1,0,1,0,1,0,1,2,1,2,2,2,0,0,"151.101.0.138: (ASN=2, Country=2, Description=2); 151.101.64.138: (ASN=2, Country=2, Description=2); 151.101.128.138: (ASN=2, Country=2, Description=2); 151.101.192.138: (ASN=2, Country=2, Description=2); ",Suspicious
www-des.auctiondrop.com,1,1,2,1,1,103.224.182.241,,10 park-mx.above.com.,"""v=spf1 ip6:fdcf:abda:4154::/48 -all""",0,0,0,0,1,2,1,2,1,2,2,2,0,0,"103.224.182.241: (ASN=0, Country=0, Description=0); ",Suspicious
cm.jsonline.com,1,1,2,2,2,"151.101.2.62,151.101.66.62,151.101.130.62,151.101.194.62",,,,1,1,1,0,3,1,1,0,1,2,2,2,0,0,"151.101.2.62: (ASN=0, Country=0, Description=0); 151.101.66.62: (ASN=2, Country=2, Description=2); 151.101.130.62: (ASN=0, Country=0, Description=0); 151.101.194.62: (ASN=2, Country=2, Description=2); ",Warning
leather-moccasins.refersion.com,1,1,1,2,2,"104.18.22.158,104.18.23.158","2606:4700::6812:169e,2606:4700::6812:179e",,,1,1,1,0,1,1,1,0,1,2,2,2,0,0,"104.18.22.158: (ASN=2, Country=2, Description=2); 104.18.23.158: (ASN=2, Country=2, Description=2); ",Warning
mobile-sdk-lib-us-1.brilliantcollector.com,1,1,2,2,2,"3.215.253.134,54.210.83.109,18.208.32.209",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"3.215.253.134: (ASN=2, Country=2, Description=2); 54.210.83.109: (ASN=2, Country=2, Description=2); 18.208.32.209: (ASN=2, Country=2, Description=2); ",Suspicious
landing-kleos.wolterskluwer.com,1,1,2,2,2,192.29.200.206,,,,1,0,1,0,1,1,1,2,1,2,2,2,0,0,"192.29.200.206: (ASN=0, Country=0, Description=0); ",Warning
8213f1c0bf5168bd1583d69960a352db-dot-cloud-365-000.el.r.appspot.com,1,1,1,1,2,216.58.204.148,2a00:1450:4002:809::2014,"10 alt1.gmr-smtp-in.l.google.com.,30 alt3.gmr-smtp-in.l.google.com.,40 alt4.gmr-smtp-in.l.google.com.,5 gmr-smtp-in.l.google.com.,20 alt2.gmr-smtp-in.l.google.com.",,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"216.58.204.148: (ASN=0, Country=0, Description=0); ",Suspicious
freedns02.dns2.us,0,1,2,2,2,103.40.101.43,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"103.40.101.43: (ASN=0, Country=0, Description=0); ",Good
kennedy.jadwicz.com.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.iloverain.ru,1,1,1,2,2,"172.67.211.112,104.21.77.199","2606:4700:3033::ac43:d370,2606:4700:3033::6815:4dc7",,,1,0,1,0,1,0,1,2,1,2,2,2,0,0,"172.67.211.112: (ASN=2, Country=2, Description=2); 104.21.77.199: (ASN=0, Country=0, Description=0); ",Suspicious
zn3jujvpfvytdnupmwvw-newsy.siteintercept.qualtrics.com,1,1,2,2,2,"104.17.208.240,104.17.209.240",,,,1,1,1,0,2,1,1,2,1,2,2,2,0,0,"104.17.208.240: (ASN=0, Country=0, Description=0); 104.17.209.240: (ASN=0, Country=0, Description=0); ",Warning
4x57.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.43.224,13.110.66.224,13.110.42.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.43.224: (ASN=0, Country=0, Description=0); 13.110.66.224: (ASN=0, Country=0, Description=0); 13.110.42.224: (ASN=2, Country=2, Description=2); ",Good
www.7milliondollars.com,1,1,1,2,2,142.250.180.147,2a00:1450:4002:402::2013,,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"142.250.180.147: (ASN=2, Country=2, Description=2); ",Warning
www.meitumq.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.0-800-email.com,1,1,2,1,2,34.229.166.50,,"10 mx2.0-800-email.com.,10 mx1.0-800-email.com.",,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"34.229.166.50: (ASN=2, Country=2, Description=2); ",Warning
www.drippingframingmafia.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
marvin.redventures.io,0,1,2,2,2,"54.88.140.129,54.160.68.245,54.208.232.120",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"54.88.140.129: (ASN=2, Country=2, Description=2); 54.160.68.245: (ASN=2, Country=2, Description=2); 54.208.232.120: (ASN=2, Country=2, Description=2); ",Good
www.flocchem.com.pe,1,1,2,1,1,66.198.240.23,,0 flocchem.com.pe.,"""google-site-verification=JKYUqABfM3PoF1F37xyc8J8RN2wh-4MJY1BZNMVwx8w"",""v=spf1 ip4:66.198.240.23 include:spf.supercp.com ip4:70.32.23.96 +a +mx +ip4:198.46.81.48 include:smtp.servconfig.com ~all""",1,1,1,0,2,1,1,0,1,2,2,2,0,0,"66.198.240.23: (ASN=2, Country=2, Description=2); ",Warning
coin.unlim-balticpipe.xyz,1,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,,Caution
750815potwierdz8077.rejepl.co.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
go-globalhealingcenter-com.ct.impactradius.com,1,1,2,2,2,"54.164.73.173,52.1.103.177,98.85.177.41,44.217.187.194",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"54.164.73.173: (ASN=0, Country=0, Description=0); 52.1.103.177: (ASN=2, Country=2, Description=2); 98.85.177.41: (ASN=2, Country=2, Description=2); 44.217.187.194: (ASN=0, Country=0, Description=0); ",Suspicious
fyfq.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.43.224,13.110.66.224,13.110.68.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.43.224: (ASN=2, Country=2, Description=2); 13.110.66.224: (ASN=2, Country=2, Description=2); 13.110.68.224: (ASN=2, Country=2, Description=2); ",Good
www.nickswheels.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
ww25.maidenblog.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ef0m74nc0x.od.aws.freewheel.tv,0,2,2,2,1,,,,"""heritage=external-dns,external-dns/owner=mod-linear,external-dns/resource=service/default/nginx-ingress-controller""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.inpost-pl-pacid273jks.przelaczanie049731.shop,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
hikari.alphonso.tv,0,1,2,2,2,173.198.192.108,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"173.198.192.108: (ASN=2, Country=2, Description=2); ",Good
impulsiveflop.com,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
mysearchengineup.com,1,1,1,2,2,"172.67.140.80,104.21.94.211","2606:4700:3037::ac43:8c50,2606:4700:3031::6815:5ed3",,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"172.67.140.80: (ASN=2, Country=2, Description=2); 104.21.94.211: (ASN=0, Country=0, Description=0); ",Suspicious
sby7.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.43.224,13.110.66.224,13.110.42.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.43.224: (ASN=0, Country=0, Description=0); 13.110.66.224: (ASN=2, Country=2, Description=2); 13.110.42.224: (ASN=2, Country=2, Description=2); ",Good
infomoney-app.clickfunnels.com,1,1,1,2,2,"104.16.15.194,104.16.13.194,104.16.16.194,104.16.14.194,104.16.12.194","2606:4700::6810:dc2,2606:4700::6810:10c2,2606:4700::6810:cc2,2606:4700::6810:ec2,2606:4700::6810:fc2",,,1,0,1,0,2,0,1,2,1,2,2,2,0,0,"104.16.15.194: (ASN=0, Country=0, Description=0); 104.16.13.194: (ASN=2, Country=2, Description=2); 104.16.16.194: (ASN=0, Country=0, Description=0); 104.16.14.194: (ASN=0, Country=0, Description=0); 104.16.12.194: (ASN=0, Country=0, Description=0); ",Suspicious
www.yahshop35.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
mdlznasnacks.d1.sc.omtrdc.net,1,1,2,2,2,"63.140.62.27,63.140.62.222,63.140.62.17",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"63.140.62.27: (ASN=2, Country=2, Description=2); 63.140.62.222: (ASN=2, Country=2, Description=2); 63.140.62.17: (ASN=2, Country=2, Description=2); ",Warning
www.sawabash-sd.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
net.50575.9279.302br.net,1,1,2,2,2,"34.241.122.232,3.248.145.186,54.228.18.230,54.229.182.24,52.212.176.163,34.240.139.96,3.248.158.30,52.210.49.149",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"34.241.122.232: (ASN=2, Country=2, Description=2); 3.248.145.186: (ASN=2, Country=2, Description=2); 54.228.18.230: (ASN=2, Country=2, Description=2); 54.229.182.24: (ASN=2, Country=2, Description=2); 52.212.176.163: (ASN=2, Country=2, Description=2); 34.240.139.96: (ASN=2, Country=2, Description=2); 3.248.158.30: (ASN=2, Country=2, Description=2); 52.210.49.149: (ASN=2, Country=2, Description=2); ",Suspicious
17de4c17.akstat.io,1,1,1,2,2,23.32.220.169,"2a02:26f0:8d00:194::11a6,2a02:26f0:8d00:1b9::11a6",,,0,1,0,0,0,2,1,0,1,2,2,2,0,1,"23.32.220.169: (ASN=2, Country=2, Description=2); ",Suspicious
2i.pm,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.pumaskill.com,1,1,2,1,2,13.214.182.154,,"10 mx1.pumaskill.com.,10 mx2.pumaskill.com.",,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"13.214.182.154: (ASN=2, Country=2, Description=2); ",Warning
1b6d9740e4204d5ea3db0272112e432f-ffb9ca7033a3.cdn.forter.com,0,1,2,2,2,"54.81.184.157,3.234.25.89,54.158.164.13,100.26.87.64",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"54.81.184.157: (ASN=2, Country=2, Description=2); 3.234.25.89: (ASN=2, Country=2, Description=2); 54.158.164.13: (ASN=2, Country=2, Description=2); 100.26.87.64: (ASN=2, Country=2, Description=2); ",Good
pl19447415.highrevenuegate.com,1,1,2,2,2,"192.243.59.20,192.243.59.13,172.240.108.84,172.240.108.68,172.240.253.132,192.243.59.12,172.240.108.76,192.243.61.227,192.243.61.225",,,,1,1,1,0,2,0,1,0,1,2,2,2,0,0,"192.243.59.20: (ASN=2, Country=2, Description=2); 192.243.59.13: (ASN=2, Country=2, Description=2); 172.240.108.84: (ASN=0, Country=0, Description=0); 172.240.108.68: (ASN=2, Country=2, Description=2); 172.240.253.132: (ASN=2, Country=2, Description=2); 192.243.59.12: (ASN=0, Country=0, Description=0); 172.240.108.76: (ASN=0, Country=0, Description=0); 192.243.61.227: (ASN=0, Country=0, Description=0); 192.243.61.225: (ASN=2, Country=2, Description=2); ",Warning
1ea92.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.43.224,13.110.66.224,13.110.42.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.43.224: (ASN=0, Country=0, Description=0); 13.110.66.224: (ASN=2, Country=2, Description=2); 13.110.42.224: (ASN=0, Country=0, Description=0); ",Good
7845533435e4e3ec8e3b731aaaedf7ef.clo.footprintdns.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.movies-for-chrome.com,1,1,1,2,2,"172.67.204.187,104.21.42.95","2606:4700:3031::ac43:ccbb,2606:4700:3037::6815:2a5f",,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"172.67.204.187: (ASN=0, Country=0, Description=0); 104.21.42.95: (ASN=0, Country=0, Description=0); ",Warning
yesadvertising.com,0,1,1,1,1,"104.21.96.1,104.21.112.1,104.21.48.1,104.21.16.1,104.21.80.1,104.21.64.1,104.21.32.1","2606:4700:3030::6815:5001,2606:4700:3030::6815:6001,2606:4700:3030::6815:4001,2606:4700:3030::6815:2001,2606:4700:3030::6815:1001,2606:4700:3030::6815:3001,2606:4700:3030::6815:7001","10 one.mxroute.com.,20 one-relay.mxroute.com.","""v=spf1 include:mxroute.com -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"104.21.96.1: (ASN=2, Country=2, Description=2); 104.21.112.1: (ASN=2, Country=2, Description=2); 104.21.48.1: (ASN=0, Country=0, Description=0); 104.21.16.1: (ASN=2, Country=2, Description=2); 104.21.80.1: (ASN=2, Country=2, Description=2); 104.21.64.1: (ASN=2, Country=2, Description=2); 104.21.32.1: (ASN=2, Country=2, Description=2); ",Good
reink2.top,1,1,1,2,2,"104.21.92.30,172.67.185.90","2606:4700:3033::6815:5c1e,2606:4700:3031::ac43:b95a",,,1,0,1,0,1,0,1,2,1,2,2,2,1,0,"104.21.92.30: (ASN=2, Country=2, Description=2); 172.67.185.90: (ASN=2, Country=2, Description=2); ",Suspicious
ropens.live,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
offers-adstartmedia.affise.com,1,1,2,2,2,34.141.237.102,,,,0,1,0,0,0,2,1,2,1,2,2,2,0,0,"34.141.237.102: (ASN=0, Country=0, Description=0); ",Warning
mail.kurtbana.feathr.co,1,1,2,2,2,"3.212.137.201,13.216.160.216,35.153.43.78",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"3.212.137.201: (ASN=0, Country=0, Description=0); 13.216.160.216: (ASN=2, Country=2, Description=2); 35.153.43.78: (ASN=2, Country=2, Description=2); ",Suspicious
www.biurorachunlowe.com.pl,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
imap4.getresponse.com,1,1,2,1,1,104.160.64.8,,10 smtp-in.getresponse.com.,"""v=spf1 mx a ip4:104.160.64.0/23 ip4:104.160.67.63/32 ip4:104.160.67.128/25 ip4:104.160.68.224/27 ip4:104.160.69.0/27 ip4:89.206.36.195 ip4:178.16.117.236 ptr:getresponse.com ptr:getresponse.net -all """,1,1,1,0,2,1,1,0,1,2,2,2,0,0,"104.160.64.8: (ASN=2, Country=2, Description=2); ",Warning
portal-acesse-lojacliete.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.stanein.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
pratibha.pw,1,1,2,2,2,118.139.181.255,,,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"118.139.181.255: (ASN=0, Country=0, Description=0); ",Warning
adobeflashplayerq.xyz,1,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Caution
bkuul.bemobpath.com,1,1,1,2,2,"3.71.151.17,3.70.16.242,3.127.216.164,35.158.71.179","2a05:d014:286:3501:d6bd:1a6c:a734:fded,2a05:d014:286:3501:c236:acb6:449f:1f92,2a05:d014:286:3501:5716:13c8:5f21:474,2a05:d014:286:3501:53d0:7349:324c:7f92",,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"3.71.151.17: (ASN=0, Country=0, Description=0); 3.70.16.242: (ASN=2, Country=2, Description=2); 3.127.216.164: (ASN=2, Country=2, Description=2); 35.158.71.179: (ASN=2, Country=2, Description=2); ",Warning
escan-anti-virus.apponic.com,1,1,2,2,2,"18.66.196.92,18.66.196.55,18.66.196.56,18.66.196.21",,,,1,0,1,0,1,0,1,2,1,2,2,2,0,0,"18.66.196.92: (ASN=2, Country=2, Description=2); 18.66.196.55: (ASN=2, Country=2, Description=2); 18.66.196.56: (ASN=2, Country=2, Description=2); 18.66.196.21: (ASN=2, Country=2, Description=2); ",Suspicious
2oq8.la4-c2-ia5.salesforceliveagent.com,0,1,2,2,2,"13.110.66.224,13.110.44.224,13.110.68.224",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"13.110.66.224: (ASN=2, Country=2, Description=2); 13.110.44.224: (ASN=2, Country=2, Description=2); 13.110.68.224: (ASN=2, Country=2, Description=2); ",Good
long.iwifi.360.cn,1,1,2,2,2,"106.63.24.144,111.206.126.116",,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"106.63.24.144: (ASN=0, Country=0, Description=0); 111.206.126.116: (ASN=0, Country=0, Description=0); ",Caution
analytics.filkaris.com,1,1,2,2,2,157.230.124.183,,,,1,1,1,0,1,0,1,0,1,2,2,2,0,0,"157.230.124.183: (ASN=2, Country=2, Description=2); ",Warning
bde2ac410b2040d693ffe9b8be203c85-ffb9ca7033a3.cdn.forter.com,0,1,2,2,2,"3.234.25.89,100.26.87.64,54.158.164.13,54.81.184.157",,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"3.234.25.89: (ASN=2, Country=2, Description=2); 100.26.87.64: (ASN=2, Country=2, Description=2); 54.158.164.13: (ASN=2, Country=2, Description=2); 54.81.184.157: (ASN=2, Country=2, Description=2); ",Good
envutyiogechfa.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
email.myecc.org,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
www.halfopen.ai,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
ns2.coffeedepot.com,0,1,2,1,1,"103.224.212.10,103.224.182.10",,10 park-mx.above.com.,"""v=spf1 ip6:fdcf:abda:4154::/48 -all""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"103.224.212.10: (ASN=0, Country=0, Description=0); 103.224.182.10: (ASN=0, Country=0, Description=0); ",Good
americaoexprecs.co.jp.epgajsk.cn,1,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,1,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Caution
www.chat-whatsappgrup89.duckdns.org,0,1,2,1,1,192.169.69.26,,50 www.chat-whatsappgrup89.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
mail.s20dh7e9dh.com,0,1,2,2,2,159.203.113.141,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"159.203.113.141: (ASN=2, Country=2, Description=2); ",Good
chatgpt.simgen.com.cn,1,1,2,2,2,"76.76.21.22,76.76.21.164",,,,1,1,1,0,1,1,1,0,1,2,2,2,0,0,"76.76.21.22: (ASN=0, Country=0, Description=0); 76.76.21.164: (ASN=2, Country=2, Description=2); ",Warning
planc.intellicontact.com,1,1,2,2,2,69.166.132.246,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"69.166.132.246: (ASN=2, Country=2, Description=2); ",Suspicious
ampcid.google.ph,1,1,1,2,2,142.250.180.142,2a00:1450:4002:402::200e,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"142.250.180.142: (ASN=2, Country=2, Description=2); ",Suspicious
doubleclick.net.63868.9465.302br.net,1,1,2,2,2,"34.240.139.96,54.171.3.36,54.220.210.4,99.81.217.78,54.229.182.24,52.210.110.130,54.229.99.142,52.210.49.149",,,,0,1,0,0,1,2,1,0,1,2,2,2,0,1,"34.240.139.96: (ASN=2, Country=2, Description=2); 54.171.3.36: (ASN=2, Country=2, Description=2); 54.220.210.4: (ASN=2, Country=2, Description=2); 99.81.217.78: (ASN=2, Country=2, Description=2); 54.229.182.24: (ASN=2, Country=2, Description=2); 52.210.110.130: (ASN=2, Country=2, Description=2); 54.229.99.142: (ASN=2, Country=2, Description=2); 52.210.49.149: (ASN=2, Country=2, Description=2); ",Suspicious
www.second-love-love.jp,0,1,2,1,2,148.109.15.174,,10 mx1.second-love-love.jp.,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"148.109.15.174: (ASN=0, Country=0, Description=0); ",Good
b32.s204.meetrics.net,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
572864.tt.omtrdc.net,1,1,2,2,2,"66.235.152.225,66.235.152.221,66.235.152.156",,,,0,1,0,0,0,2,1,0,1,2,2,2,0,0,"66.235.152.225: (ASN=2, Country=2, Description=2); 66.235.152.221: (ASN=2, Country=2, Description=2); 66.235.152.156: (ASN=2, Country=2, Description=2); ",Warning
malicioso.net,0,2,2,1,2,,,10 mail.malicioso.net.,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
banner.finn.no,0,1,1,2,2,0.0.0.0,::,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"0.0.0.0: (ASN=2, Country=2, Description=2); ",Good
www.chattts.duckdns.org,0,1,2,1,1,192.169.69.26,,50 www.chattts.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
stats.palebrook.wbinsights.com,0,1,2,2,2,107.23.192.142,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,"107.23.192.142: (ASN=2, Country=2, Description=2); ",Good
ww92.crdrjs.info,1,1,2,1,2,208.91.197.245,,10 mail.parktons.com.,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"208.91.197.245: (ASN=0, Country=0, Description=0); ",Suspicious
taskstream.mktoweb.com,1,1,2,2,2,"104.17.72.206,104.17.71.206,104.17.74.206,104.17.70.206,104.17.73.206",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"104.17.72.206: (ASN=2, Country=2, Description=2); 104.17.71.206: (ASN=2, Country=2, Description=2); 104.17.74.206: (ASN=2, Country=2, Description=2); 104.17.70.206: (ASN=2, Country=2, Description=2); 104.17.73.206: (ASN=0, Country=0, Description=0); ",Suspicious
www.sdfv66.com,0,2,2,2,2,,,,,2,2,2,2,2,2,2,2,2,2,2,2,0,2,,Good
cpcalendars.cht-secxgrup-wa2021.duckdns.org,0,1,2,1,1,192.169.69.26,,50 cpcalendars.cht-secxgrup-wa2021.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"192.169.69.26: (ASN=2, Country=2, Description=2); ",Good
log-anninhthudo.zadn.vn,1,1,1,2,2,"14.225.216.147,14.225.216.165","2001:ee0:37f:fff3::8d,2001:ee0:37f:fff3::90",,,1,0,1,0,2,0,1,2,1,2,2,2,0,0,"14.225.216.147: (ASN=0, Country=0, Description=0); 14.225.216.165: (ASN=0, Country=0, Description=0); ",Suspicious
ymysjbehmy.duckdns.org,0,1,2,1,1,3.97.179.200,,50 ymysjbehmy.duckdns.org.,"""""",2,2,2,2,2,2,2,2,2,2,2,2,0,2,"3.97.179.200: (ASN=0, Country=0, Description=0); ",Good
pubgmget.ygto.com,1,1,2,2,2,209.126.1.227,,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"209.126.1.227: (ASN=2, Country=2, Description=2); ",Suspicious
talkdesk.mktoweb.com,1,1,2,2,2,"104.17.70.206,104.17.72.206,104.17.71.206,104.17.73.206,104.17.74.206",,,,0,0,0,0,0,2,1,2,1,2,2,2,0,0,"104.17.70.206: (ASN=0, Country=0, Description=0); 104.17.72.206: (ASN=2, Country=2, Description=2); 104.17.71.206: (ASN=2, Country=2, Description=2); 104.17.73.206: (ASN=0, Country=0, Description=0); 104.17.74.206: (ASN=0, Country=0, Description=0); ",Suspicious
kdownload14.usa.cc,1,1,2,2,2,199.59.243.228,,,,0,1,0,0,0,2,1,1,1,2,2,2,0,0,"199.59.243.228: (ASN=2, Country=2, Description=2); ",Suspicious
